precio_mxn,m2,recamaras,banos,medios_banos,estacionamientos,antiguedad_anos,pisos,direccion,latitud,longitud,roof_garden,alberca,url,tipo
3550000,133.0,3,2,2,2.0,,1,Departamento en Venta. Gran Diseño. Vive en Una Zona con Excelente Ubicacion,19.0560157,-98.2454257,1,0,https://www.inmuebles24.com/propiedades/clasificado/veclapin-departamento-en-venta.-gran-diseno.-vive-en-una-zona-148251858.html?n_src=Listado&n_pills=%C3%81rea+de+lavado&n_pg=3&n_pos=15,departamentos
1380000,107.0,3,2,2,1.0,,1,"Club de Golf Mayorazgo, por La 11 Sur y Ave Las Torres, Provincia de Puebla",19.0076055,-98.2382203,0,0,https://www.inmuebles24.com/propiedades/clasificado/veclapin-departamento-en-venta-en-club-de-golf-mayorazgo-por-149738744.html?n_src=Listado&n_pg=3&n_pos=17,departamentos
1840000,109.0,3,3,2,2.0,10.0,1,"Departamento en Venta Recta a Cholula, Puebla, Provincia de Puebla",19.059669999999997,-98.2386853,0,0,https://www.inmuebles24.com/propiedades/clasificado/veclapin-departamento-en-venta-recta-a-cholula-puebla-148807259.html?n_src=Listado&n_pills=%C3%81rea+de+lavado&n_pg=3&n_pos=18,departamentos
4500000,89.0,3,3,2,4.0,5.0,1,"Punta Cascatta Club Residencial, Lomas de Angelópolis, Puebla, Provincia de Puebla",18.9634208,-98.283805,0,1,https://www.inmuebles24.com/propiedades/clasificado/veclapin-departamento-en-venta-en-punta-cascatta-club-148429167.html?n_src=Listado&n_pills=Escuelas+cercanas&n_pg=3&n_pos=19,departamentos
3350000,116.0,3,3,3,2.0,,1,"Las Ánimas, Provincia de Puebla",19.0432234,-98.2303297,1,0,https://www.inmuebles24.com/propiedades/clasificado/veclapin-departmento-en-venta-en-las-animas-149289790.html?n_src=Listado&n_pills=Terraza&n_pg=3&n_pos=20,departamentos
3500000,133.0,2,2,2,2.0,,1,Venta Departamento. La Mejor Ubicacion,19.0500662,-98.2457484,1,0,https://www.inmuebles24.com/propiedades/clasificado/veclapin-venta-departamento.-la-mejor-ubicacion.-148553040.html?n_src=Listado&n_pills=%C3%81rea+de+lavado&n_pg=3&n_pos=21,departamentos
2050000,80.0,3,2,2,2.0,15.0,1,"La Zona de Zavaleta, Recta Cholula, Puebla Udlap, Provincia de Puebla",19.0619357,-98.2483694,0,0,https://www.inmuebles24.com/propiedades/clasificado/veclapin-departamento-en-venta-en-la-zona-de-zavaleta-recta-149483499.html?n_src=Listado&n_pills=%C3%81rea+de+lavado&n_pg=3&n_pos=23,departamentos
4500000,176.0,3,3,3,2.0,12.0,1,"PH en La Paz 2 Pisos, Provincia de Puebla",19.0577035,-98.2291967,1,0,https://www.inmuebles24.com/propiedades/clasificado/veclapin-ph-en-la-paz-2-pisos-148405381.html?n_src=Listado&n_pills=Terraza&n_pg=3&n_pos=27,departamentos
1150000,59.0,3,3,2,1.0,5.0,1,"Departamento en Venta, Colonia Resurgimiento Puebla",19.0397526,-98.17582399999999,0,0,https://www.inmuebles24.com/propiedades/clasificado/veclapin-departamento-en-venta-colonia-resurgimiento-puebla.-148604297.html?n_src=Listado&n_pills=%C3%81rea+de+lavado&n_pg=3&n_pos=28,departamentos
2069600,51.0,3,1,1,1.0,,1,"Torre Capella Estrellas del Sur Puebla Modelo F - Entrega Inmediata, Provincia de Puebla",19.041458100000014,-98.2423366,1,0,https://www.inmuebles24.com/propiedades/clasificado/veclapin-departamento-en-venta-en-torre-capella-estrellas-del-146537802.html?n_src=Listado&n_pills=Terraza&n_pg=3&n_pos=29,departamentos
1829000,95.0,3,3,2,1.0,,1,"Departamento en Venta - Santa Anita Centro de Puebla, Provincia de Puebla",19.0588393,-98.2006911,0,0,https://www.inmuebles24.com/propiedades/clasificado/veclapin-departamento-en-venta-santa-anita-centro-de-puebla-146035757.html?n_src=Listado&n_pills=Gimnasio&n_pg=4&n_pos=10,departamentos
5515717,169.0,3,3,3,3.0,,1,"Bosques Santuario, Camino Real, Col. Bello Horizonte, Puebla",19.0483238,-98.2671209,0,0,https://www.inmuebles24.com/propiedades/clasificado/veclapin-departamentos-en-venta-en-bosques-santuario-camino-148682790.html?n_src=Listado&n_pills=Terraza&n_pg=4&n_pos=11,departamentos
6800000,163.0,3,3,4,2.0,5.0,1,"Departamento en Venta Para Inversionista en Torre Artema, Zona Angelópolis, Provincia de Puebla",19.0351759,-98.2354829,1,1,https://www.inmuebles24.com/propiedades/clasificado/veclapin-departamento-en-venta-para-inversionista-en-torre-149703730.html?n_src=Listado&n_pills=%C3%81rea+de+lavado&n_pg=4&n_pos=12,departamentos
3699000,115.0,3,2,2,1.0,,1,"Torre Talanta, Zona La Paz, Puebla, Provincia de Puebla",19.0498918,-98.2224828,0,0,https://www.inmuebles24.com/propiedades/clasificado/veclapin-departamento-en-venta-en-torre-talanta-zona-la-paz-148688980.html?n_src=Listado&n_pills=Seguridad+privada&n_pg=4&n_pos=13,departamentos
3690000,115.0,3,3,2,2.0,3.0,1,"Torre El Cerro, Zona La Paz, Provincia de Puebla",19.0558043,-98.2251366,1,0,https://www.inmuebles24.com/propiedades/clasificado/veclapin-departamento-en-venta-en-torre-el-cerro-zona-la-paz-148684250.html?n_src=Listado&n_pills=Seguridad+privada&n_pg=4&n_pos=14,departamentos
2355000,72.0,3,2,2,2.0,,1,"Residencial Cumbres de La Paz, Zona La Paz, Puebla",19.0731124,-98.2387109,1,0,https://www.inmuebles24.com/propiedades/clasificado/veclapin-departamentos-en-venta-en-residencial-cumbres-de-la-149497771.html?n_src=Listado&n_pills=%C3%81rea+de+lavado&n_pg=4&n_pos=15,departamentos
3307000,113.0,3,3,2,2.0,,1,"Torre Huz Designer House, Zona Zavaleta, Provincia de Puebla",19.0673255,-98.2462588,0,1,https://www.inmuebles24.com/propiedades/clasificado/veclapin-departamento-en-venta-en-torre-huz-designer-house-148682451.html?n_src=Listado&n_pills=Gimnasio&n_pg=4&n_pos=16,departamentos
3699000,82.0,3,2,2,1.0,,1,"Zona La Paz, Puebla, Provincia de Puebla",19.0498918,-98.2224828,0,0,https://www.inmuebles24.com/propiedades/clasificado/veclapin-departamento-en-venta-en-zona-la-paz-puebla-147415677.html?n_src=Listado&n_pills=Terraza&n_pg=4&n_pos=17,departamentos
3045000,72.0,3,2,2,2.0,,1,"Residencial Bosques de La Noria, Zona La Noria, Puebla",19.037933,-98.2202584,1,0,https://www.inmuebles24.com/propiedades/clasificado/veclapin-departamentos-en-venta-en-residencial-bosques-de-la-149497796.html?n_src=Listado&n_pills=%C3%81rea+de+lavado&n_pg=4&n_pos=18,departamentos
3300000,88.0,3,2,2,2.0,4.0,1,"Departamento en Venta Torre Kupress, Zona Zavaleta",19.0614694489,-98.2484555632,0,0,https://www.inmuebles24.com/propiedades/clasificado/veclapin-departamento-en-venta-torre-kupress-zona-zavaleta.-149703617.html?n_src=Listado&n_pills=%C3%81rea+de+lavado&n_pg=4&n_pos=19,departamentos
2584000,112.0,3,3,2,1.0,,1,"Torre Kanela, Zona Zavaleta, Provincia de Puebla",19.0467643553,-98.2608315463,0,0,https://www.inmuebles24.com/propiedades/clasificado/veclapin-departamentos-en-venta-en-torre-kanela-zona-zavaleta-148682474.html?n_src=Listado&n_pills=Seguridad+privada&n_pg=4&n_pos=20,departamentos
4200000,124.0,3,2,3,2.0,3.0,1,"Zona La Paz, Puebla",19.0538116504,-98.2261427609,1,0,https://www.inmuebles24.com/propiedades/clasificado/veclapin-departamento-amueblado-en-venta-en-zona-la-paz-148684243.html?n_src=Listado&n_pills=%C3%81rea+de+lavado&n_pg=4&n_pos=21,departamentos
890000,60.0,3,2,1,1.0,30.0,1,"Unidad Habitacional Infonavit Las Carmelitas, Puebla, Provincia de Puebla",18.9942942,-98.25120919999999,0,0,https://www.inmuebles24.com/propiedades/clasificado/veclapin-departamento-en-venta-en-unidad-habitacional-infonavit-149641569.html?n_src=Listado&n_pills=%C3%81rea+de+lavado&n_pg=4&n_pos=22,departamentos
2245000,72.0,3,2,2,2.0,,1,"Departamentos en Pre - Venta en Residencial Baalbek, Zona La Paz. Puebla",19.0523843,-98.2336437,1,0,https://www.inmuebles24.com/propiedades/clasificado/veclapin-departamentos-en-pre-venta-en-residencial-baalbek-149497735.html?n_src=Listado&n_pills=%C3%81rea+de+lavado&n_pg=4&n_pos=24,departamentos
3363737,94.0,3,2,2,,,1,"Santuario Maya, Puebla, Provincia de Puebla",19.0484216,-98.2672467,0,0,https://www.inmuebles24.com/propiedades/clasificado/veclapin-departamento-en-venta-en-santuario-maya-puebla-147190020.html?n_src=Listado&n_pills=Terraza&n_pg=4&n_pos=25,departamentos
2471009,88.0,3,2,2,2.0,,1,"Departamentos en Preventa en Ciudalia, Zona Antigua Cementera, Puebla, Provincia de Puebla",19.06442,-98.22128,0,0,https://www.inmuebles24.com/propiedades/clasificado/veclapin-departamentos-en-preventa-en-ciudalia-zona-antigua-148688780.html?n_src=Listado&n_pills=%C3%81rea+de+lavado&n_pg=4&n_pos=26,departamentos
3492750,68.0,3,2,1,,,1,"Sonata, Alviva Senior Living, Lomas de Angelópolis, Puebla, Provincia de Puebla",18.9905626814,-98.2784154995,0,1,https://www.inmuebles24.com/propiedades/clasificado/veclapin-locales-en-venta-en-sonata-alviva-senior-living-149631603.html?n_src=Listado&n_pills=Gimnasio&n_pg=4&n_pos=27,departamentos
2825000,87.0,3,2,2,2.0,,1,"Departamento en Preventa en Prados Agua Azul, Puebla, Puebla, Provincia de Puebla",19.0266792,-98.2171566,1,0,https://www.inmuebles24.com/propiedades/clasificado/veclapin-departamento-en-preventa-en-prados-agua-azul-puebla-149497678.html?n_src=Listado&n_pills=%C3%81rea+de+lavado&n_pg=4&n_pos=28,departamentos
1100000,78.0,3,2,1,1.0,1.0,1,"Puebla Colonia San Ramón con Jardin, Provincia de Puebla",18.9668575,-98.2605056,0,0,https://www.inmuebles24.com/propiedades/clasificado/veclapin-departamento-nuevo-en-venta-en-puebla-colonia-san-81360947.html?n_src=Listado&n_pg=4&n_pos=29,departamentos
2140000,108.0,3,2,2,2.0,,1,"Venta de Departamento a Unos m de Esteban de Antuñano y La Recta, Provincia de Puebla",19.06336977405506,-98.23549789018388,1,0,https://www.inmuebles24.com/propiedades/clasificado/veclapin-venta-de-departamento-a-unos-m-de-esteban-de-antunano-147575822.html?n_src=Listado&n_pills=Terraza&n_pg=4&n_pos=30,departamentos
3300000,187.0,3,3,4,2.0,10.0,2,"Casa Vta con Horizontal, “rincón del Río” Calzada Zavaleta y Blvd. Forjadores, Provincia de Puebla",19.071291,-98.25784209999999,0,0,https://www.inmuebles24.com/propiedades/clasificado/veclcain-casa-vta-con-horizontal-rincon-del-rio-calzada-144823669.html?n_src=Listado&n_pills=Terraza&n_pg=1&n_pos=1,casas
2220000,120.0,3,3,3,2.0,,2,"Casa en Venta de 3 Recámaras 3 Baños Completos Zona Sur de La Ciudad de Puebla, Provincia de Puebla",18.9778168,-98.25702199999999,1,0,https://www.inmuebles24.com/propiedades/clasificado/veclcain-casa-en-venta-de-3-recamaras-3-banos-completos-zona-146220256.html?n_src=Listado&n_pills=Terraza&n_pg=1&n_pos=2,casas
1780000,93.0,2,2,1,1.0,,2,"Casa en Venta Zona Mayorazgo, Provincia de Puebla",18.9945725,-98.2453496,0,0,https://www.inmuebles24.com/propiedades/clasificado/veclcain-casa-en-venta-zona-mayorazgo-148920427.html?n_src=Listado&n_pills=Patio&n_pg=1&n_pos=3,casas
4500000,328.0,3,10,6,1.0,59.0,2,"Casa Venta Privada Segunda Central Puebla Centro, Provincia de Puebla",19.0475067,-98.19047259999999,0,0,https://www.inmuebles24.com/propiedades/clasificado/veclcain-casa-venta-privada-segunda-central-puebla-centro-147116072.html?n_src=Listado&n_pg=1&n_pos=4,casas
8800000,389.0,3,4,3,2.0,27.0,2,"Camino Real a Cholula, Puebla, Provincia de Puebla",19.0473616,-98.2568501,0,0,https://www.inmuebles24.com/propiedades/clasificado/veclcain-casa-en-venta-en-camino-real-a-cholula-puebla-148774334.html?n_src=Listado&n_pills=%C3%81rea+de+lavado&n_pg=1&n_pos=5,casas
4850000,200.0,3,3,3,2.0,1.0,2,"Las Ánimas, Provincia de Puebla",19.0052432,-98.2976001,0,0,https://www.inmuebles24.com/propiedades/clasificado/veclcain-casa-en-venta-en-las-animas-148927528.html?n_src=Listado&n_pills=Escuelas+cercanas&n_pg=1&n_pos=6,casas
22000000,1363.0,3,9,8,8.0,40.0,2,"Fraccionamiento Mirador La Calera, Zona La Calera, Puebla",19.0115053415,-98.1724593431,0,0,https://www.inmuebles24.com/propiedades/clasificado/veclcain-casa-en-venta-en-fraccionamiento-mirador-la-calera-149631659.html?n_src=Listado&n_pills=Jard%C3%ADn+privado&n_pg=1&n_pos=7,casas
8455000,343.0,3,3,2,4.0,38.0,2,"Casa en Venta, Col. Santa Maria La Calera. Puebla, Puebla, Provincia de Puebla",19.0072049,-98.1813739,0,0,https://www.inmuebles24.com/propiedades/clasificado/veclcain-casa-en-venta-col.-santa-maria-la-calera.-puebla-148690741.html?n_src=Listado&n_pills=Jard%C3%ADn+privado&n_pg=1&n_pos=8,casas
5699000,236.0,3,3,3,2.0,,2,"Venta de Casas en La Antigua Cementera, Puebla, Provincia de Puebla",19.0813154,-98.2211287,0,0,https://www.inmuebles24.com/propiedades/clasificado/veclcain-venta-de-casas-en-la-antigua-cementera-puebla-149443298.html?n_src=Listado&n_pills=%C3%81rea+de+lavado&n_pg=1&n_pos=9,casas
55000000,0.0,3,4,5,10.0,20.0,2,"Casa en Venta de un Solo Nivel Zavaleta Puebla con 5,000 m² de Terreno | Residencia de Lujo, Provincia de Puebla",19.0615925,-98.250524,0,1,https://www.inmuebles24.com/propiedades/clasificado/veclcain-casa-en-venta-de-un-solo-nivel-zavaleta-puebla-con-149465100.html?n_src=Listado&n_pills=Terraza&n_pg=1&n_pos=10,casas
12900000,555.0,3,4,5,2.0,10.0,2,"Fraccionamiento en Calzada Zavaleta, Puebla, Provincia de Puebla",19.0476540555,-98.2489320904,1,0,https://www.inmuebles24.com/propiedades/clasificado/veclcain-casa-en-venta-en-fraccionamiento-en-calzada-zavaleta-144985961.html?n_src=Listado&n_pills=Patio&n_pg=1&n_pos=11,casas
3000000,404.0,3,3,2,3.0,51.0,2,"Privada 39 Oriente, El Mirador, Puebla, Puebla",19.0213936,-98.19420369999999,0,0,https://www.inmuebles24.com/propiedades/clasificado/veclcain-casa-en-venta-en-privada-39-oriente-el-mirador-145939589.html?n_src=Listado&n_pills=%C3%81rea+de+lavado&n_pg=1&n_pos=12,casas
3500000,193.0,3,4,2,3.0,35.0,2,"Valle del Sol, Provincia de Puebla",19.0163360705,-98.1882978728,0,0,https://www.inmuebles24.com/propiedades/clasificado/veclcain-casa-en-venta-en-valle-del-sol-148681778.html?n_src=Listado&n_pills=%C3%81rea+de+lavado&n_pg=1&n_pos=13,casas
2990000,155.0,3,2,2,3.0,2.0,2,"Guadalupe Hidalgo de un Solo Nivel con Jardín, Puebla, Provincia de Puebla",18.9779256869,-98.2550984349,0,0,https://www.inmuebles24.com/propiedades/clasificado/veclcain-casa-en-venta-en-guadalupe-hidalgo-de-un-solo-nivel-148683473.html?n_src=Listado&n_pills=Jard%C3%ADn+privado&n_pg=1&n_pos=14,casas
1553000,62.0,2,2,1,1.0,,2,"Casa en Venta Al Sur de La Ciudad Cerca de Paseo Destino, Provincia de Puebla",18.9840459,-98.26288149999999,0,0,https://www.inmuebles24.com/propiedades/clasificado/veclcain-casa-en-venta-al-sur-de-la-ciudad-cerca-de-paseo-148027337.html?n_src=Listado&n_pills=Patio&n_pg=1&n_pos=15,casas
2150000,101.0,4,4,2,2.0,,2,"Casa en Venta de 4 Recamaras 3 Baños 105 Terreno 125 Construccion Zona Buap 3 Cruces Xilotzingo, Provincia de Puebla",18.974455667458695,-98.19236652642822,0,0,https://www.inmuebles24.com/propiedades/clasificado/veclcain-casa-en-venta-de-4-recamaras-3-banos-105-terreno-125-65368292.html?n_src=Listado&n_pills=Jard%C3%ADn+privado&n_pg=1&n_pos=16,casas
12000000,411.0,3,4,5,6.0,15.0,2,"Santa Cruz Guadalupe, Puebla, Provincia de Puebla",19.0684109,-98.2530033,0,0,https://www.inmuebles24.com/propiedades/clasificado/veclcain-casa-en-venta-en-santa-cruz-guadalupe-puebla-148199485.html?n_src=Listado&n_pills=Jard%C3%ADn+privado&n_pg=1&n_pos=17,casas
2490000,150.0,4,4,2,3.0,15.0,2,"Venta de Casa en Mayorazgo de 150 m² Construccion Solo Recursoso Propios, Provincia de Puebla",19.005267458904196,-98.24619881720889,0,0,https://www.inmuebles24.com/propiedades/clasificado/veclcain-venta-de-casa-en-mayorazgo-de-150-m-sup2--construccion-149120148.html?n_src=Listado&n_pills=Terraza&n_pg=1&n_pos=18,casas
14000000,739.0,3,4,4,5.0,10.0,2,"Parque Guanajuato, Zona Lomas de Angelópolis III, Provincia de Puebla",18.9659949434,-98.2869211889,1,0,https://www.inmuebles24.com/propiedades/clasificado/veclcain-casa-en-venta-en-parque-guanajuato-zona-lomas-de-148689371.html?n_src=Listado&n_pills=%C3%81rea+de+lavado&n_pg=1&n_pos=19,casas
6650000,297.0,3,4,6,2.0,,2,"Parque Sonora, Lomas de Angelópolis, Puebla, Provincia de Puebla",18.9613808,-98.285582,1,0,https://www.inmuebles24.com/propiedades/clasificado/veclcain-casa-en-venta-en-parque-sonora-lomas-de-angelopolis-148689166.html?n_src=Listado&n_pills=Jard%C3%ADn+privado&n_pg=1&n_pos=20,casas
2175000,115.0,3,4,3,2.0,,2,"Casa en Venta de 3 Recamaras Zona Buap, Provincia de Puebla",18.9811571,-98.2109617,0,0,https://www.inmuebles24.com/propiedades/clasificado/veclcain-casa-en-venta-de-3-recamaras-zona-buap-145531838.html?n_src=Listado&n_pills=Seguridad+privada&n_pg=1&n_pos=21,casas
17000000,800.0,3,6,6,10.0,15.0,2,"Venta de Casa en Huexotitla, Puebla, Provincia de Puebla",18.9715898,-98.2462561,0,0,https://www.inmuebles24.com/propiedades/clasificado/veclcain-venta-de-casa-en-huexotitla-puebla-149443238.html?n_src=Listado&n_pills=%C3%81rea+de+lavado&n_pg=1&n_pos=22,casas
2220000,117.0,3,3,2,2.0,,2,"Casa en Venta Cerca de Ipn y a 10 Min Deangelopolis, Provincia de Puebla",18.976971,-98.25858819999999,1,0,https://www.inmuebles24.com/propiedades/clasificado/veclcain-casa-en-venta-cerca-de-ipn-y-a-10-min-deangelopolis-148134884.html?n_src=Listado&n_pills=%C3%81rea+de+lavado&n_pg=1&n_pos=23,casas
7500000,514.0,3,5,6,4.0,26.0,2,"Casa en Venta Lomas del Mármol, Provincia de Puebla",18.9995593651,-98.1827545166,0,0,https://www.inmuebles24.com/propiedades/clasificado/veclcain-casa-en-venta-lomas-del-marmol-148927622.html?n_src=Listado&n_pills=Seguridad+privada&n_pg=1&n_pos=24,casas
1900000,100.0,3,3,2,1.0,12.0,2,"Unidad Habitacional Tecnológico, Puebla, Provincia de Puebla",19.0811396,-98.1728957,0,0,https://www.inmuebles24.com/propiedades/clasificado/veclcain-casa-en-venta-en-unidad-habitacional-tecnologico-149183597.html?n_src=Listado&n_pills=Patio&n_pg=1&n_pos=25,casas
2100000,125.0,3,3,1,1.0,,2,"Guadalupe Hidalgo, Provincia de Puebla",18.982566980215818,-98.25019755990576,1,0,https://www.inmuebles24.com/propiedades/clasificado/veclcain-casa-en-venta-en-guadalupe-hidalgo-148121914.html?n_src=Listado&n_pills=Escuelas+cercanas&n_pg=1&n_pos=26,casas
1560000,92.0,3,2,2,1.0,,2,"Casa en Venta de 3 Recámaras Zona Sur de La Ciudad, Provincia de Puebla",18.977179035804056,-98.26561497255248,0,0,https://www.inmuebles24.com/propiedades/clasificado/veclcain-casa-en-venta-de-3-recamaras-zona-sur-de-la-ciudad-148378456.html?n_src=Listado&n_pills=Seguridad+privada&n_pg=1&n_pos=27,casas
39000000,976.0,3,3,4,4.0,36.0,2,"Campestre Paraiso Zona Zavaleta, Provincia de Puebla",19.0647875,-98.2534317,0,0,https://www.inmuebles24.com/propiedades/clasificado/veclcain-casa-en-venta-en-campestre-paraiso-zona-zavaleta-148927673.html?n_src=Listado&n_pills=Gimnasio&n_pg=1&n_pos=28,casas
12499000,434.0,3,4,3,3.0,17.0,2,"Fraccionamiento Los Encinos, Zona Morillotla, Provincia de Puebla",19.0482805,-98.2754661,0,0,https://www.inmuebles24.com/propiedades/clasificado/veclcain-casa-en-venta-en-fraccionamiento-los-encinos-zona-148689209.html?n_src=Listado&n_pills=Seguridad+privada&n_pg=1&n_pos=29,casas
1800000,94.0,2,2,1,1.0,,2,"Mayorazgo 1,900,000, Provincia de Puebla",18.99423017964387,-98.2448708507171,1,0,https://www.inmuebles24.com/propiedades/clasificado/veclcain-casa-en-venta-en-mayorazgo-1-900-000-149120238.html?n_src=Listado&n_pills=Escuelas+cercanas&n_pg=2&n_pos=2,casas
8300000,385.0,3,4,5,2.0,,2,"Casa en Venta Nueva en Fraccionamiento Bosques de Zavaleta, Provincia de Puebla",19.0663091,-98.2502532,1,0,https://www.inmuebles24.com/propiedades/clasificado/veclcain-casa-en-venta-nueva-en-fraccionamiento-bosques-de-148689360.html?n_src=Listado&n_pills=Terraza&n_pg=2&n_pos=7,casas
1550000,70.0,3,2,1,1.0,,2,"Venta de Casas a 10 Minutos de Angelopolis con Opciona a Crecimiento Acceco Controlado Cerca de Todo, Provincia de Puebla",18.985257756143124,-98.264711966687,0,0,https://www.inmuebles24.com/propiedades/clasificado/veclcain-venta-de-casas-a-10-minutos-de-angelopolis-con-opciona-148972574.html?n_src=Listado&n_pills=Escuelas+cercanas&n_pg=2&n_pos=8,casas
6955000,329.0,3,3,4,2.0,6.0,2,"Venta de Casa en Zavaleta Puebla, Provincia de Puebla",19.0662999,-98.25024529999999,0,0,https://www.inmuebles24.com/propiedades/clasificado/veclcain-venta-de-casa-en-zavaleta-puebla-149386820.html?n_src=Listado&n_pills=Seguridad+privada&n_pg=2&n_pos=10,casas
1800000,88.0,3,2,1,2.0,,2,"San Alfonso, Puebla (A Unas Calles de La 16 de Septiembre) con 88 m² de Construcción, Provincia de Puebla",18.97218359367449,-98.23737457549305,0,0,https://www.inmuebles24.com/propiedades/clasificado/veclcain-casa-en-venta-en-san-alfonso-puebla-a-unas-calles-de-149415727.html?n_src=Listado&n_pg=2&n_pos=11,casas
3200000,215.0,3,3,2,2.0,5.0,2,"Amplia Casa en Santa Cruz Buenavista Zona Zavaleta, Provincia de Puebla",19.0581867,-98.24288709999999,0,0,https://www.inmuebles24.com/propiedades/clasificado/veclcain-amplia-casa-en-santa-cruz-buenavista-zona-zavaleta-148204591.html?n_src=Listado&n_pills=Escuelas+cercanas&n_pg=2&n_pos=12,casas
3600000,206.0,3,4,4,2.0,10.0,2,"Se Vende Casa Muy Cerca de Puerta de Hierro y Club de Golf ""Las Fuentes"", Provincia de Puebla",19.0795384416447,-98.23037169367063,0,0,https://www.inmuebles24.com/propiedades/clasificado/veclcain-se-vende-casa-muy-cerca-de-puerta-de-hierro-y-club-de-148322875.html?n_src=Listado&n_pills=Patio&n_pg=2&n_pos=13,casas
1760000,140.0,4,4,2,1.0,20.0,2,"Casa en Venta, con 4 Recámaras, Bosques San Sebastián, Provincia de Puebla",19.056937,-98.13686659999999,0,0,https://www.inmuebles24.com/propiedades/clasificado/veclcain-casa-en-venta-con-4-recamaras-bosques-san-sebastian-148627261.html?n_src=Listado&n_pills=Patio&n_pg=2&n_pos=14,casas
18000000,662.0,4,4,3,8.0,30.0,2,"Venta Casa en Club de Golf Las Fuentes, Provincia de Puebla",19.0885329,-98.2336028,0,0,https://www.inmuebles24.com/propiedades/clasificado/veclcain-venta-casa-en-club-de-golf-las-fuentes-148853921.html?n_src=Listado&n_pills=Jard%C3%ADn+privado&n_pg=2&n_pos=15,casas
4990000,330.0,3,3,2,4.0,25.0,2,"Casa en Venta San José Mayorazgo | 330 m² Terreno | un Nivel | 3 Recámaras, Provincia de Puebla",19.00952,-98.233051,0,0,https://www.inmuebles24.com/propiedades/clasificado/veclcain-casa-en-venta-san-jose-mayorazgo-330-m-sup2--terreno-149724262.html?n_src=Listado&n_pills=%C3%81rea+de+lavado&n_pg=2&n_pos=16,casas
2100000,113.0,3,2,1,2.0,,2,"Col Bugambilias, Puebla, Provincia de Puebla",19.006081700000024,-98.21954129999999,0,0,https://www.inmuebles24.com/propiedades/clasificado/veclcain-casa-en-venta-en-col-bugambilias-puebla-149026328.html?n_src=Listado&n_pills=Gimnasio&n_pg=2&n_pos=17,casas
1800000,91.0,3,3,1,2.0,22.0,2,"Casa en Venta, Rinconada Las Arcos 2, Puebla. (Zona Paseo Destino), Provincia de Puebla",19.0049666,-98.2494892,0,0,https://www.inmuebles24.com/propiedades/clasificado/veclcain-casa-en-venta-rinconada-las-arcos-2-puebla.-zona-149443573.html?n_src=Listado&n_pills=%C3%81rea+de+lavado&n_pg=2&n_pos=18,casas
12700000,555.0,3,4,4,,,2,"Residencial Los Alcatraces, Calzada Zavaleta, Provincia de Puebla",19.0474134764,-98.2489514351,0,0,https://www.inmuebles24.com/propiedades/clasificado/veclcain-increible-casa-en-venta-en-residencial-los-alcatraces-145379534.html?n_src=Listado&n_pills=Terraza&n_pg=2&n_pos=19,casas
4580000,169.0,4,4,4,2.0,15.0,2,"Vendo Casa Remodelada en Puebla Col Anzures 4 Recamaras 4 1/2 Baños, Provincia de Puebla",19.0279451,-98.1990634,0,0,https://www.inmuebles24.com/propiedades/clasificado/veclcain-vendo-casa-remodelada-en-puebla-col-anzures-4-81469098.html?n_src=Listado&n_pg=2&n_pos=20,casas
15400000,406.0,3,4,3,6.0,,2,"Fuentes de San Miguel, Club de Golf Las Fuentes, Provincia de Puebla",19.09050891,-98.2352828979,0,0,https://www.inmuebles24.com/propiedades/clasificado/veclcain-hermosa-casa-en-venta-en-fuentes-de-san-miguel-club-145747463.html?n_src=Listado&n_pills=Terraza&n_pg=2&n_pos=21,casas
4800000,293.0,3,3,2,6.0,26.0,2,"Inmueble en Venta Colonia Gabriel Pastor a Pasos de Blvd 5 de Mayo, Puebla",19.0306438,-98.2121219,0,0,https://www.inmuebles24.com/propiedades/clasificado/veclcain-inmueble-en-venta-colonia-gabriel-pastor-a-pasos-de-148671723.html?n_src=Listado&n_pg=2&n_pos=22,casas
2280000,105.0,4,3,2,2.0,25.0,2,"Vicente Guerrero | Hasta 4 Recámaras, Provincia de Puebla",19.004086337262926,-98.23114130397173,0,0,https://www.inmuebles24.com/propiedades/clasificado/veclcain-casa-remodelada-en-venta-en-vicente-guerrero-hasta-4-147883839.html?n_src=Listado&n_pills=%C3%81rea+de+lavado&n_pg=2&n_pos=23,casas
8500000,1006.0,3,16,12,5.0,10.0,2,"Inmueble Comercial Precio de Oportunidad, Provincia de Puebla",19.0316095,-98.2088879,0,0,https://www.inmuebles24.com/propiedades/clasificado/veclcain-inmueble-comercial-precio-de-oportunidad-148094225.html?n_src=Listado&n_pills=Jard%C3%ADn+privado&n_pg=2&n_pos=24,casas
1980000,98.0,3,3,1,1.0,,2,"Casa Venta en Fraccionamiento Reforma Sur Cerca de La Recta a Cholula Esteban de Antuñano, Provincia de Puebla",19.0612316,-98.23912659999999,0,0,https://www.inmuebles24.com/propiedades/clasificado/veclcain-casa-venta-en-fraccionamiento-reforma-sur-cerca-de-la-148655088.html?n_src=Listado&n_pills=Patio&n_pg=2&n_pos=25,casas
2690000,100.0,2,2,2,1.0,,2,"Departamento en Venta recta Cholula, Provincia de Puebla",19.0585776,-98.26679969999999,1,0,https://www.inmuebles24.com/propiedades/clasificado/veclcain-departamento-en-ventarecta-cholula-149464737.html?n_src=Listado&n_pills=Gimnasio&n_pg=2&n_pos=26,casas
